statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Toon is not a synonym of a fraternisation.,toon,fraternisation,"animated cartoon, cartoon",true,true,true,false,false,synonyms
Ranger is not a synonym of a fire warden.,ranger,fire warden,"fire warden, forest fire fighter",false,true,true,false,false,synonyms
Turmoil is not a synonym of an excitement.,turmoil,excitement,"agitation, excitement, hullabaloo, upheaval",false,true,true,false,false,synonyms
Outgrowth is a synonym of a clustering.,outgrowth,clustering,"branch, offset, offshoot",false,false,true,false,false,synonyms
Caressing is not a synonym of a snuggling.,caressing,snuggling,"cuddling, fondling, hugging, kissing, necking, petting, smooching, snuggling",false,true,true,false,false,synonyms
Aphorism is not a synonym of an apothegm.,aphorism,apothegm,"apophthegm, apothegm",false,true,true,false,false,synonyms
Testicle is not a synonym of a vizor.,testicle,vizor,"ball, ballock, bollock, egg, nut, orchis, testis",true,true,true,false,false,synonyms
Trine is a synonym of an iii.,trine,iii,"3, deuce-ace, iii, leash, tercet, ternary, ternion, terzetto, three, threesome, tierce, trey, triad, trinity, trio, triplet, troika",true,false,true,false,false,synonyms
Cony is not a synonym of a refinisher.,cony,refinisher,"coney, mouse hare, pika, rock rabbit",true,true,true,false,false,synonyms
Mono is a synonym of a collaborator.,mono,collaborator,"glandular fever, infectious mononucleosis, kissing disease, mononucleosis",false,false,true,false,false,synonyms
Mamma is not a synonym of a mummy.,mamma,mummy,"ma, mama, mammy, mom, momma, mommy, mum, mummy",false,true,true,false,false,synonyms
Nembutal is not a synonym of a pentobarbital.,nembutal,pentobarbital,"pentobarbital, pentobarbital sodium, yellow jacket",false,true,true,false,false,synonyms
Superstar is not a synonym of a virtuoso.,superstar,virtuoso,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",false,true,true,false,false,synonyms
Privatisation is not a synonym of an atmospheric static.,privatisation,atmospheric static,"denationalisation, denationalization, privatization",true,true,true,false,false,synonyms
Tv is a synonym of a tv set.,tv,tv set,"boob tube, goggle box, idiot box, television, television receiver, television set, telly, tv set",true,false,true,false,false,synonyms
Learning is not a synonym of learnedness.,learning,learnedness,"encyclopaedism, encyclopedism, eruditeness, erudition, learnedness, scholarship",false,true,true,false,false,synonyms
Gyre is not a synonym of a scroll.,gyre,scroll,"coil, curl, curlicue, ringlet, roll, scroll, whorl",false,true,true,false,false,synonyms
Incompleteness is not a synonym of rawness.,incompleteness,rawness,rawness,false,true,true,false,false,synonyms
Immunosuppressant is a synonym of an immunosuppressor.,immunosuppressant,immunosuppressor,"immune suppressant drug, immunosuppressive, immunosuppressive drug, immunosuppressor",true,false,true,false,false,synonyms
Hemorrhage is a synonym of craziness.,hemorrhage,craziness,"bleeding, haemorrhage",false,false,true,false,false,synonyms
Haste is not a synonym of a hurry.,haste,hurry,hurry,false,true,true,false,false,synonyms
Flatwork is a synonym of a flat wash.,flatwork,flat wash,flat wash,true,false,true,false,false,synonyms
Acceptability is a synonym of acceptableness.,acceptability,acceptableness,acceptableness,true,false,true,false,false,synonyms
Sapience is not a synonym of a wisdom.,sapience,wisdom,wisdom,false,true,true,false,false,synonyms
Humor is a synonym of a gorge.,humor,gorge,"humour, mood, temper",false,false,true,false,false,synonyms
Superstar is a synonym of a sensation.,superstar,sensation,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",true,false,true,false,false,synonyms
Dizziness is a synonym of an offset.,dizziness,offset,"giddiness, lightheadedness, vertigo",false,false,true,false,false,synonyms
Wedding is a synonym of a lolly.,wedding,lolly,wedding party,false,false,true,false,false,synonyms
Stetson is a synonym of a felt hat.,stetson,felt hat,"fedora, felt hat, homburg, trilby",true,false,true,false,false,synonyms
Wellbeing is a synonym of a eudaimonia.,wellbeing,eudaimonia,"eudaemonia, eudaimonia, upbeat, welfare, well-being",true,false,true,false,false,synonyms
Midden is not a synonym of an eitchen midden.,midden,eitchen midden,"eitchen midden, kitchen midden",false,true,true,false,false,synonyms
Reflectance is not a synonym of a reflectivity.,reflectance,reflectivity,"coefficient of reflection, reflection factor, reflectivity",false,true,true,false,false,synonyms
Grime is a synonym of a winch.,grime,winch,"dirt, filth, grease, grunge, soil, stain",false,false,true,false,false,synonyms
Kapok is not a synonym of an asperity.,kapok,asperity,"silk cotton, vegetable silk",true,true,true,false,false,synonyms
Impersonation is not a synonym of prioress.,impersonation,prioress,imposture,true,true,true,false,false,synonyms
Sycamore is not a synonym of a scottish maple.,sycamore,scottish maple,"acer pseudoplatanus, great maple, scottish maple",false,true,true,false,false,synonyms
Carnage is a synonym of a massacre.,carnage,massacre,"butchery, mass murder, massacre, slaughter",true,false,true,false,false,synonyms
Plumbing is a synonym of a plumbery.,plumbing,plumbery,plumbery,true,false,true,false,false,synonyms
Outgrowth is not a synonym of foolhardiness.,outgrowth,foolhardiness,"branch, offset, offshoot",true,true,true,false,false,synonyms
Receptivity is a synonym of openness.,receptivity,openness,"openness, receptiveness",true,false,true,false,false,synonyms
Gyre is a synonym of a severity.,gyre,severity,"coil, curl, curlicue, ringlet, roll, scroll, whorl",false,false,true,false,false,synonyms
Mono is a synonym of an antispasmodic agent.,mono,antispasmodic agent,"glandular fever, infectious mononucleosis, kissing disease, mononucleosis",false,false,true,false,false,synonyms
Learning is a synonym of a sea-coast.,learning,sea-coast,"encyclopaedism, encyclopedism, eruditeness, erudition, learnedness, scholarship",false,false,true,false,false,synonyms
Watchband is a synonym of a bracelet.,watchband,bracelet,"bracelet, watch bracelet, watchstrap, wristband",true,false,true,false,false,synonyms
Advert is not a synonym of a taro plant.,advert,taro plant,"ad, advertisement, advertising, advertizement, advertizing",true,true,true,false,false,synonyms
Tansy is not a synonym of a golden buttons.,tansy,golden buttons,"golden buttons, scented fern, tanacetum vulgare",false,true,true,false,false,synonyms
Trine is not a synonym of a quite a little.,trine,quite a little,"3, deuce-ace, iii, leash, tercet, ternary, ternion, terzetto, three, threesome, tierce, trey, triad, trinity, trio, triplet, troika",true,true,true,false,false,synonyms
Cousin is not a synonym of a blast.,cousin,blast,"cousin-german, first cousin, full cousin",true,true,true,false,false,synonyms
Braveness is not a synonym of a courage.,braveness,courage,"bravery, courage, courageousness",false,true,true,false,false,synonyms
Wellbeing is not a synonym of a well-being.,wellbeing,well-being,"eudaemonia, eudaimonia, upbeat, welfare, well-being",false,true,true,false,false,synonyms
Antispasmodic is a synonym of a maintenance.,antispasmodic,maintenance,"antispasmodic agent, spasmolytic",false,false,true,false,false,synonyms
Spending is not a synonym of fulmarus glacialis.,spending,fulmarus glacialis,"expenditure, outgo, outlay",true,true,true,false,false,synonyms
Bridgework is a synonym of a bridge.,bridgework,bridge,bridge,true,false,true,false,false,synonyms
Bioweapon is a synonym of a visitor.,bioweapon,visitor,"bioarm, biological weapon",false,false,true,false,false,synonyms
Hafnium is not a synonym of a hf.,hafnium,hf,"atomic number 72, hf",false,true,true,false,false,synonyms
Lockbox is a synonym of a deposit box.,lockbox,deposit box,"deposit box, safe-deposit, safe-deposit box, safety-deposit, safety deposit box",true,false,true,false,false,synonyms
Attendee is not a synonym of a meeter.,attendee,meeter,"attendant, attender, meeter",false,true,true,false,false,synonyms
Pipal is not a synonym of a tag.,pipal,tag,"bo tree, ficus religiosa, peepul, pipal tree, pipul, sacred fig",true,true,true,false,false,synonyms
Publicist is not a synonym of a publicizer.,publicist,publicizer,"publiciser, publicizer",false,true,true,false,false,synonyms
Semibreve is a synonym of a whole note.,semibreve,whole note,whole note,true,false,true,false,false,synonyms
Noisiness is not a synonym of racketiness.,noisiness,racketiness,racketiness,false,true,true,false,false,synonyms
Kinship is a synonym of an affinity.,kinship,affinity,affinity,true,false,true,false,false,synonyms
Outpouring is a synonym of a run.,outpouring,run,"discharge, run",true,false,true,false,false,synonyms
Proletariat is not a synonym of a labor.,proletariat,labor,"labor, labour, working class",false,true,true,false,false,synonyms
Superstar is a synonym of a maven.,superstar,maven,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",true,false,true,false,false,synonyms
Corpuscle is not a synonym of a blood cell.,corpuscle,blood cell,"blood cell, blood corpuscle",false,true,true,false,false,synonyms
Prosecutor is a synonym of sluggishness.,prosecutor,sluggishness,"prosecuting attorney, prosecuting officer, public prosecutor",false,false,true,false,false,synonyms
Ba is a synonym of an anthracite coal.,ba,anthracite coal,"atomic number 56, barium",false,false,true,false,false,synonyms
Ml is not a synonym of a little joe.,ml,little joe,"cc, cubic centimeter, cubic centimetre, mil, milliliter, millilitre",true,true,true,false,false,synonyms
Cantata is a synonym of an oratorio.,cantata,oratorio,oratorio,true,false,true,false,false,synonyms
Pubis is not a synonym of os pubis.,pubis,os pubis,"os pubis, pubic bone",false,true,true,false,false,synonyms
Bioweapon is a synonym of a biological weapon.,bioweapon,biological weapon,"bioarm, biological weapon",true,false,true,false,false,synonyms
Commencement is a synonym of an einstein.,commencement,einstein,"beginning, start",false,false,true,false,false,synonyms
Bedclothes is not a synonym of a bedding.,bedclothes,bedding,"bed clothing, bedding",false,true,true,false,false,synonyms
Superstar is a synonym of a gigahertz.,superstar,gigahertz,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",false,false,true,false,false,synonyms
Clack is not a synonym of a hoagie.,clack,hoagie,"clack valve, clapper valve",true,true,true,false,false,synonyms
Details is not a synonym of an inside information.,details,inside information,inside information,false,true,true,false,false,synonyms
Owl is a synonym of a hooter.,owl,hooter,"bird of minerva, bird of night, hooter",true,false,true,false,false,synonyms
Springbok is not a synonym of antidorcas marsupialis.,springbok,antidorcas marsupialis,"antidorcas euchore, antidorcas marsupialis, springbuck",false,true,true,false,false,synonyms
Osmium is not a synonym of os.,osmium,os,"atomic number 76, os",false,true,true,false,false,synonyms
Docker is a synonym of a dock-walloper.,docker,dock-walloper,"dock-walloper, dock worker, dockhand, dockworker, loader, longshoreman, lumper, stevedore",true,false,true,false,false,synonyms
Pubis is not a synonym of an attender.,pubis,attender,"os pubis, pubic bone",true,true,true,false,false,synonyms
Amoy is a synonym of taiwanese.,amoy,taiwanese,"fukien, fukkianese, hokkianese, min, min dialect, taiwanese",true,false,true,false,false,synonyms
Inebriation is not a synonym of an intoxication.,inebriation,intoxication,"drunkenness, inebriety, insobriety, intoxication, tipsiness",false,true,true,false,false,synonyms
Hi is not a synonym of a medulla.,hi,medulla,"hello, how-do-you-do, howdy, hullo",true,true,true,false,false,synonyms
Pipal is a synonym of a thingmajig.,pipal,thingmajig,"bo tree, ficus religiosa, peepul, pipal tree, pipul, sacred fig",false,false,true,false,false,synonyms
Fighting is not a synonym of a scrap.,fighting,scrap,"combat, fight, scrap",false,true,true,false,false,synonyms
Marketplace is not a synonym of a mart.,marketplace,mart,"market, market place, mart",false,true,true,false,false,synonyms
Backdrop is a synonym of a background.,backdrop,background,"backcloth, background",true,false,true,false,false,synonyms
Curing is a synonym of a bravo.,curing,bravo,"hardening, set, solidification, solidifying",false,false,true,false,false,synonyms
Pawpaw is not a synonym of an anesthetist.,pawpaw,anesthetist,"asimina triloba, papaw, papaw tree",true,true,true,false,false,synonyms
Rumor is not a synonym of a munggo.,rumor,munggo,"hearsay, rumour",true,true,true,false,false,synonyms
Driveway is not a synonym of a drive.,driveway,drive,"drive, private road",false,true,true,false,false,synonyms
Haystack is a synonym of a hayrick.,haystack,hayrick,"hayrick, rick",true,false,true,false,false,synonyms
